Timestep,P1UDT942-P1UHS0_1247X.1,P1UDT942-P1UHS0_1247X.2,P1UDT942-P1UHS0_1247X.3
4/23/2018 14:15,-4.82E-08,-2.09439517,2.094395055
4/23/2018 14:30,-4.73E-08,-2.09439517,2.094395057
4/23/2018 14:45,-4.86E-08,-2.09439517,2.094395057
4/23/2018 15:00,-4.76E-08,-2.09439517,2.094395056
4/23/2018 15:15,-4.82E-08,-2.09439517,2.094395055
4/23/2018 15:30,-4.66E-08,-2.094395168,2.094395055
4/23/2018 15:45,-4.74E-08,-2.094395167,2.094395054
4/23/2018 16:00,-4.80E-08,-2.094395166,2.094395053
4/23/2018 16:15,-4.90E-08,-2.094395166,2.094395052
4/23/2018 16:30,-5.00E-08,-2.094395166,2.094395051
4/23/2018 16:45,-5.06E-08,-2.094395165,2.094395049
4/23/2018 17:00,-5.13E-08,-2.094395164,2.094395047
4/23/2018 17:15,-5.19E-08,-2.094395163,2.094395046
4/23/2018 17:30,-5.30E-08,-2.094395163,2.094395044
4/23/2018 17:45,-5.48E-08,-2.094395163,2.094395041
4/23/2018 18:00,-5.53E-08,-2.094395163,2.094395039
4/23/2018 18:15,-5.81E-08,-2.094395165,2.094395036
4/23/2018 18:30,-5.91E-08,-2.094395165,2.094395035
4/23/2018 18:45,-5.78E-08,-2.094395165,2.094395036
4/24/2018 7:00,-6.19E-08,-2.094395167,2.094395033
4/24/2018 7:15,-6.07E-08,-2.094395167,2.094395033
4/24/2018 7:30,-6.10E-08,-2.094395168,2.094395033
4/24/2018 7:45,-6.15E-08,-2.094395169,2.094395032
4/24/2018 8:00,-6.08E-08,-2.094395169,2.094395033
4/24/2018 8:15,-5.93E-08,-2.094395169,2.094395036
4/24/2018 8:30,-5.73E-08,-2.094395169,2.094395037
4/24/2018 8:45,-5.66E-08,-2.094395169,2.094395039
4/24/2018 9:00,-5.56E-08,-2.094395169,2.094395041
4/24/2018 9:15,-5.63E-08,-2.09439517,2.094395041
4/24/2018 9:30,-5.60E-08,-2.09439517,2.094395041
4/24/2018 9:45,-5.52E-08,-2.094395169,2.094395043
4/24/2018 10:00,-5.40E-08,-2.094395169,2.094395046
4/24/2018 10:15,-5.23E-08,-2.094395169,2.094395049
4/24/2018 10:30,-4.98E-08,-2.094395169,2.094395051
4/24/2018 10:45,-4.76E-08,-2.094395168,2.094395055
4/24/2018 11:00,-4.55E-08,-2.094395168,2.094395059
4/24/2018 11:15,-4.44E-08,-2.094395168,2.094395059
4/24/2018 11:30,-4.53E-08,-2.094395168,2.09439506
4/24/2018 11:45,-4.35E-08,-2.094395168,2.094395062
4/24/2018 12:00,-4.33E-08,-2.094395168,2.094395062
4/24/2018 12:15,-4.24E-08,-2.094395167,2.094395063
4/24/2018 12:30,-4.16E-08,-2.094395167,2.094395064
4/24/2018 12:45,-4.04E-08,-2.094395167,2.094395064
4/24/2018 13:00,-4.08E-08,-2.094395167,2.094395064
4/24/2018 13:15,-4.21E-08,-2.094395168,2.094395063
4/24/2018 13:30,-4.31E-08,-2.094395169,2.094395062
4/24/2018 13:45,-4.39E-08,-2.094395169,2.094395061
4/24/2018 14:00,-4.41E-08,-2.094395169,2.094395061
4/24/2018 14:15,-4.37E-08,-2.09439517,2.094395061
4/24/2018 14:30,-4.40E-08,-2.09439517,2.094395061
4/24/2018 14:45,-4.59E-08,-2.094395171,2.094395059
4/24/2018 15:00,-4.66E-08,-2.094395171,2.094395057
4/24/2018 15:15,-4.74E-08,-2.094395171,2.094395056
4/24/2018 15:30,-4.66E-08,-2.094395169,2.094395056
4/24/2018 15:45,-4.74E-08,-2.094395168,2.094395055
4/24/2018 16:00,-4.82E-08,-2.094395168,2.094395053
4/24/2018 16:15,-4.92E-08,-2.094395167,2.094395052
4/24/2018 16:30,-5.06E-08,-2.094395166,2.09439505
4/24/2018 16:45,-5.09E-08,-2.094395166,2.094395049
4/24/2018 17:00,-5.17E-08,-2.094395166,2.094395047
4/24/2018 17:15,-5.24E-08,-2.094395164,2.094395046
4/24/2018 17:30,-5.29E-08,-2.094395163,2.094395045
4/24/2018 17:45,-5.43E-08,-2.094395164,2.094395044
4/24/2018 18:00,-5.49E-08,-2.094395163,2.094395043
4/24/2018 18:15,-5.78E-08,-2.094395165,2.09439504
4/24/2018 18:30,-5.94E-08,-2.094395164,2.094395038
4/24/2018 18:45,-5.79E-08,-2.094395162,2.094395038
4/25/2018 7:00,-6.06E-08,-2.094395166,2.094395034
4/25/2018 7:15,-6.24E-08,-2.094395166,2.094395034
4/25/2018 7:30,-6.26E-08,-2.094395167,2.094395034
4/25/2018 7:45,-6.31E-08,-2.094395168,2.094395033
4/25/2018 8:00,-6.10E-08,-2.094395168,2.094395034
4/25/2018 8:15,-5.98E-08,-2.094395169,2.094395035
4/25/2018 8:30,-5.93E-08,-2.094395169,2.094395034
4/25/2018 8:45,-5.87E-08,-2.094395169,2.094395035
4/25/2018 9:00,-5.92E-08,-2.094395169,2.094395037
4/25/2018 9:15,-5.87E-08,-2.094395169,2.094395038
4/25/2018 9:30,-5.78E-08,-2.094395168,2.09439504
4/25/2018 9:45,-5.58E-08,-2.094395168,2.094395041
4/25/2018 10:00,-5.49E-08,-2.094395168,2.094395041
4/25/2018 10:15,-5.44E-08,-2.094395168,2.094395043
4/25/2018 10:30,-5.35E-08,-2.094395168,2.094395044
4/25/2018 10:45,-5.12E-08,-2.094395168,2.094395047
4/25/2018 11:00,-4.88E-08,-2.094395168,2.094395051
4/25/2018 11:15,-4.63E-08,-2.094395167,2.094395055
4/25/2018 11:30,-4.46E-08,-2.094395167,2.094395059
4/25/2018 11:45,-4.25E-08,-2.094395168,2.094395062
4/25/2018 12:00,-4.17E-08,-2.094395168,2.094395063
4/25/2018 12:15,-3.98E-08,-2.094395166,2.094395065
4/25/2018 12:30,-3.86E-08,-2.094395165,2.094395066
4/25/2018 12:45,-3.81E-08,-2.094395165,2.094395066
4/25/2018 13:00,-3.93E-08,-2.094395166,2.094395066
4/25/2018 13:15,-4.09E-08,-2.094395167,2.094395065
4/25/2018 13:30,-4.17E-08,-2.094395168,2.094395064
4/25/2018 13:45,-4.22E-08,-2.094395168,2.094395064
4/25/2018 14:00,-4.17E-08,-2.094395168,2.094395063
4/25/2018 14:15,-4.15E-08,-2.094395168,2.094395063
4/25/2018 14:30,-4.16E-08,-2.094395168,2.094395063
4/25/2018 14:45,-4.18E-08,-2.094395168,2.094395062
4/25/2018 15:00,-4.35E-08,-2.094395168,2.09439506
4/25/2018 15:15,-4.46E-08,-2.094395169,2.094395058
4/25/2018 15:30,-4.37E-08,-2.094395167,2.094395059
4/25/2018 15:45,-4.44E-08,-2.094395166,2.094395057
4/25/2018 16:00,-4.52E-08,-2.094395166,2.094395056
4/25/2018 16:15,-4.62E-08,-2.094395166,2.094395054
4/25/2018 16:30,-4.76E-08,-2.094395164,2.094395053
4/25/2018 16:45,-4.85E-08,-2.094395164,2.094395051
4/25/2018 17:00,-4.94E-08,-2.094395164,2.094395049
4/25/2018 17:15,-5.00E-08,-2.094395164,2.094395048
4/25/2018 17:30,-4.92E-08,-2.094395161,2.094395048
4/25/2018 17:45,-4.94E-08,-2.09439516,2.094395047
4/25/2018 18:00,-4.94E-08,-2.094395159,2.094395046
4/25/2018 18:15,-5.56E-08,-2.094395163,2.094395041
4/25/2018 18:30,-5.61E-08,-2.094395162,2.094395039
4/25/2018 18:45,-5.50E-08,-2.094395161,2.094395039
4/26/2018 7:00,-5.82E-08,-2.094395168,2.094395037
4/26/2018 7:15,-5.86E-08,-2.094395169,2.094395037
4/26/2018 7:30,-5.92E-08,-2.094395169,2.094395036
4/26/2018 7:45,-5.90E-08,-2.094395169,2.094395036
4/26/2018 8:00,-5.74E-08,-2.094395169,2.094395039
4/26/2018 8:15,-5.68E-08,-2.094395169,2.09439504
4/26/2018 8:30,-5.60E-08,-2.094395169,2.09439504
4/26/2018 8:45,-5.34E-08,-2.094395169,2.094395045
4/26/2018 9:00,-5.06E-08,-2.094395169,2.094395049
4/26/2018 9:15,-4.90E-08,-2.094395169,2.094395051
4/26/2018 9:30,-4.72E-08,-2.094395168,2.094395054
4/26/2018 9:45,-4.75E-08,-2.094395169,2.094395053
4/26/2018 10:00,-4.80E-08,-2.094395169,2.094395052
4/26/2018 10:15,-4.73E-08,-2.094395169,2.094395054
4/26/2018 10:30,-4.63E-08,-2.094395168,2.094395055
4/26/2018 10:45,-4.46E-08,-2.094395168,2.094395058
4/26/2018 11:00,-4.30E-08,-2.094395169,2.094395062
4/26/2018 11:15,-4.13E-08,-2.094395168,2.094395064
4/26/2018 11:30,-4.20E-08,-2.094395168,2.094395064
4/26/2018 11:45,-4.17E-08,-2.094395168,2.094395064
4/26/2018 12:00,-4.22E-08,-2.094395168,2.094395064
4/26/2018 12:15,-4.20E-08,-2.094395168,2.094395064
4/26/2018 12:30,-4.09E-08,-2.094395167,2.094395065
4/26/2018 12:45,-4.08E-08,-2.094395166,2.094395066
4/26/2018 13:00,-4.12E-08,-2.094395167,2.094395066
4/26/2018 13:15,-4.22E-08,-2.094395169,2.094395065
4/26/2018 13:30,-4.20E-08,-2.094395168,2.094395064
4/26/2018 13:45,-4.25E-08,-2.094395169,2.094395063
4/26/2018 14:00,-4.26E-08,-2.094395169,2.094395063
4/26/2018 14:15,-4.36E-08,-2.094395169,2.094395063
4/26/2018 14:30,-4.57E-08,-2.094395169,2.094395063
4/26/2018 14:45,-4.62E-08,-2.094395169,2.094395062
4/26/2018 15:00,-4.70E-08,-2.094395169,2.09439506
4/26/2018 15:15,-4.80E-08,-2.09439517,2.094395059
4/26/2018 15:30,-4.73E-08,-2.094395167,2.094395059
4/26/2018 15:45,-4.82E-08,-2.094395166,2.094395057
4/26/2018 16:00,-4.82E-08,-2.094395166,2.094395056
4/26/2018 16:15,-4.72E-08,-2.094395165,2.094395054
4/26/2018 16:30,-4.87E-08,-2.094395165,2.094395053
4/26/2018 16:45,-4.94E-08,-2.094395164,2.094395051
4/26/2018 17:00,-5.25E-08,-2.094395165,2.094395049
4/26/2018 17:15,-5.19E-08,-2.094395165,2.094395047
4/26/2018 17:30,-5.29E-08,-2.094395164,2.094395045
4/26/2018 17:45,-5.52E-08,-2.094395164,2.094395044
4/26/2018 18:00,-5.55E-08,-2.094395163,2.094395043
4/26/2018 18:15,-5.84E-08,-2.094395165,2.094395039
4/26/2018 18:30,-6.00E-08,-2.094395166,2.094395037
4/26/2018 18:45,-5.93E-08,-2.094395165,2.094395038
4/27/2018 7:00,-2.88E-08,-2.094395139,2.094395064
4/27/2018 7:15,-2.77E-08,-2.094395139,2.094395065
4/27/2018 7:30,-2.77E-08,-2.094395139,2.094395066
4/27/2018 7:45,-2.69E-08,-2.09439514,2.094395068
4/27/2018 8:00,-2.41E-08,-2.094395139,2.094395072
4/27/2018 8:15,-2.32E-08,-2.094395139,2.094395073
4/27/2018 8:30,-2.27E-08,-2.094395139,2.094395073
4/27/2018 8:45,-2.23E-08,-2.094395139,2.094395074
4/27/2018 9:00,-2.23E-08,-2.094395139,2.094395074
4/27/2018 9:15,-2.13E-08,-2.094395139,2.094395075
4/27/2018 9:30,-2.22E-08,-2.094395141,2.094395074
4/27/2018 9:45,-2.23E-08,-2.094395141,2.094395074
4/27/2018 10:00,-2.15E-08,-2.09439514,2.094395075
4/27/2018 10:15,-1.95E-08,-2.094395141,2.094395078
4/27/2018 10:30,-1.80E-08,-2.09439514,2.09439508
4/27/2018 10:45,-2.06E-08,-2.09439514,2.094395076
4/27/2018 11:00,-2.32E-08,-2.09439514,2.094395072
4/27/2018 11:15,-2.47E-08,-2.09439514,2.09439507
4/27/2018 11:30,-2.75E-08,-2.09439514,2.094395067
4/27/2018 11:45,-2.21E-08,-2.09439514,2.094395074
4/27/2018 12:00,-1.89E-08,-2.094395139,2.09439508
4/27/2018 12:15,-1.49E-08,-2.094395138,2.094395086
4/27/2018 12:30,-1.12E-08,-2.094395137,2.094395091
4/27/2018 12:45,-9.21E-09,-2.094395136,2.094395094
4/27/2018 13:00,-8.88E-09,-2.094395137,2.094395094
4/27/2018 13:15,-9.47E-09,-2.094395138,2.094395094
4/27/2018 13:30,-1.06E-08,-2.094395137,2.094395094
4/27/2018 13:45,-1.10E-08,-2.094395138,2.094395093
4/27/2018 14:00,-1.14E-08,-2.094395138,2.094395092
4/27/2018 14:15,-1.28E-08,-2.094395138,2.094395092
4/27/2018 14:30,-1.38E-08,-2.094395138,2.094395091
4/27/2018 14:45,-1.65E-08,-2.094395139,2.094395086
4/27/2018 15:00,-1.91E-08,-2.09439514,2.094395082
4/27/2018 15:15,-1.83E-08,-2.09439514,2.094395082
4/27/2018 15:30,-1.82E-08,-2.094395139,2.094395081
4/27/2018 15:45,-1.91E-08,-2.094395138,2.09439508
4/27/2018 16:00,-1.99E-08,-2.094395138,2.094395079
4/27/2018 16:15,-2.04E-08,-2.094395139,2.094395078
4/27/2018 16:30,-2.18E-08,-2.094395139,2.094395077
4/27/2018 16:45,-2.25E-08,-2.094395138,2.094395076
4/27/2018 17:00,-2.46E-08,-2.094395138,2.094395075
4/27/2018 17:15,-2.62E-08,-2.094395138,2.094395073
4/27/2018 17:30,-2.63E-08,-2.094395139,2.094395071
4/27/2018 17:45,-2.74E-08,-2.094395139,2.094395069
4/27/2018 18:00,-2.84E-08,-2.094395139,2.094395067
4/27/2018 18:15,-2.97E-08,-2.094395139,2.094395065
4/27/2018 18:30,-3.38E-08,-2.094395141,2.094395061
4/27/2018 18:45,-3.46E-08,-2.094395141,2.09439506
4/28/2018 7:00,-2.08E-08,-2.094395129,2.094395076
4/28/2018 7:15,-1.95E-08,-2.094395128,2.094395078
4/28/2018 7:30,-1.83E-08,-2.094395127,2.09439508
4/28/2018 7:45,-1.72E-08,-2.094395127,2.094395082
4/28/2018 8:00,-1.47E-08,-2.094395127,2.094395085
4/28/2018 8:15,-1.35E-08,-2.094395127,2.094395087
4/28/2018 8:30,-1.22E-08,-2.094395127,2.094395088
4/28/2018 8:45,-1.10E-08,-2.094395127,2.09439509
4/28/2018 9:00,-9.72E-09,-2.094395127,2.094395092
4/28/2018 9:15,-9.97E-09,-2.094395127,2.094395092
4/28/2018 9:30,-1.05E-08,-2.094395127,2.094395091
4/28/2018 9:45,-8.58E-09,-2.094395127,2.094395094
4/28/2018 10:00,-6.37E-09,-2.094395126,2.094395097
4/28/2018 10:15,-4.96E-09,-2.094395127,2.094395099
4/28/2018 10:30,-3.43E-09,-2.094395127,2.094395102
4/28/2018 10:45,-2.85E-09,-2.094395127,2.094395103
4/28/2018 11:00,-1.93E-09,-2.094395126,2.094395104
4/28/2018 11:15,-8.23E-10,-2.094395126,2.094395105
4/28/2018 11:30,-3.82E-09,-2.094395128,2.094395103
4/28/2018 11:45,-3.69E-09,-2.094395128,2.094395104
4/28/2018 12:00,-4.03E-09,-2.094395128,2.094395104
4/28/2018 12:15,-6.07E-09,-2.094395127,2.094395103
4/28/2018 12:30,-5.98E-09,-2.094395127,2.094395104
4/28/2018 12:45,-5.75E-09,-2.094395127,2.094395104
4/28/2018 13:00,-6.06E-09,-2.094395128,2.094395103
4/28/2018 13:15,-5.94E-09,-2.094395128,2.094395103
4/28/2018 13:30,-3.13E-09,-2.094395128,2.094395104
4/28/2018 13:45,-3.40E-09,-2.094395128,2.094395104
4/28/2018 14:00,-3.34E-09,-2.094395128,2.094395104
4/28/2018 14:15,-3.13E-09,-2.094395128,2.094395104
4/28/2018 14:30,-3.68E-09,-2.094395128,2.094395104
4/28/2018 14:45,-4.17E-09,-2.094395128,2.094395103
4/28/2018 15:00,-4.97E-09,-2.094395128,2.094395101
4/28/2018 15:15,-6.40E-09,-2.094395128,2.0943951
4/28/2018 15:30,-7.25E-09,-2.094395128,2.094395098
4/28/2018 15:45,-8.66E-09,-2.094395129,2.094395096
4/28/2018 16:00,-9.81E-09,-2.09439513,2.094395094
4/28/2018 16:15,-1.09E-08,-2.09439513,2.094395092
4/28/2018 16:30,-1.39E-08,-2.09439513,2.09439509
4/28/2018 16:45,-1.54E-08,-2.09439513,2.094395088
4/28/2018 17:00,-1.67E-08,-2.09439513,2.094395086
4/28/2018 17:15,-1.68E-08,-2.09439513,2.094395084
4/28/2018 17:30,-1.81E-08,-2.09439513,2.094395082
4/28/2018 17:45,-1.95E-08,-2.094395131,2.09439508
4/28/2018 18:00,-2.14E-08,-2.094395131,2.094395078
4/28/2018 18:15,-2.27E-08,-2.094395131,2.094395076
4/28/2018 18:30,-2.52E-08,-2.094395132,2.094395073
4/28/2018 18:45,-2.61E-08,-2.094395132,2.094395071
4/29/2018 7:00,-5.84E-08,-2.094395166,2.094395038
4/29/2018 7:15,-5.84E-08,-2.094395167,2.094395038
4/29/2018 7:30,-5.67E-08,-2.094395167,2.09439504
4/29/2018 7:45,-5.65E-08,-2.094395168,2.094395041
4/29/2018 8:00,-5.53E-08,-2.094395169,2.094395042
4/29/2018 8:15,-5.50E-08,-2.094395169,2.094395042
4/29/2018 8:30,-5.51E-08,-2.094395169,2.094395041
4/29/2018 8:45,-5.39E-08,-2.094395169,2.094395043
4/29/2018 9:00,-5.26E-08,-2.094395169,2.094395045
4/29/2018 9:15,-5.11E-08,-2.094395169,2.094395047
4/29/2018 9:30,-4.97E-08,-2.094395169,2.094395049
4/29/2018 9:45,-4.93E-08,-2.094395168,2.09439505
4/29/2018 10:00,-4.94E-08,-2.094395168,2.094395051
4/29/2018 10:15,-4.72E-08,-2.094395168,2.094395054
4/29/2018 10:30,-4.47E-08,-2.094395168,2.094395057
4/29/2018 10:45,-4.20E-08,-2.094395167,2.094395061
4/29/2018 11:00,-3.95E-08,-2.094395166,2.094395065
4/29/2018 11:15,-3.93E-08,-2.094395166,2.094395065
4/29/2018 11:30,-4.04E-08,-2.094395166,2.094395065
4/29/2018 11:45,-4.01E-08,-2.094395166,2.094395065
4/29/2018 12:00,-4.03E-08,-2.094395166,2.094395065
4/29/2018 12:15,-3.94E-08,-2.094395165,2.094395066
4/29/2018 12:30,-3.84E-08,-2.094395164,2.094395067
4/29/2018 12:45,-3.84E-08,-2.094395164,2.094395067
4/29/2018 13:00,-3.78E-08,-2.094395164,2.094395067
4/29/2018 13:15,-3.92E-08,-2.094395166,2.094395066
4/29/2018 13:30,-3.98E-08,-2.094395167,2.094395065
4/29/2018 13:45,-4.01E-08,-2.094395167,2.094395064
4/29/2018 14:00,-4.15E-08,-2.094395168,2.094395063
4/29/2018 14:15,-4.19E-08,-2.09439517,2.094395062
4/29/2018 14:30,-4.20E-08,-2.09439517,2.094395062
4/29/2018 14:45,-4.26E-08,-2.094395169,2.094395061
4/29/2018 15:00,-4.34E-08,-2.094395169,2.09439506
4/29/2018 15:15,-4.45E-08,-2.094395169,2.094395058
4/29/2018 15:30,-4.37E-08,-2.094395167,2.094395058
4/29/2018 15:45,-4.46E-08,-2.094395166,2.094395057
4/29/2018 16:00,-4.62E-08,-2.094395167,2.094395055
4/29/2018 16:15,-4.92E-08,-2.094395166,2.094395052
4/29/2018 16:30,-4.84E-08,-2.094395165,2.094395051
4/29/2018 16:45,-4.90E-08,-2.094395166,2.09439505
4/29/2018 17:00,-4.91E-08,-2.094395164,2.094395049
4/29/2018 17:15,-4.88E-08,-2.094395163,2.094395048
4/29/2018 17:30,-5.03E-08,-2.094395162,2.094395047
4/29/2018 17:45,-5.20E-08,-2.09439516,2.094395046
4/29/2018 18:00,-5.16E-08,-2.094395159,2.094395045
4/29/2018 18:15,-5.13E-08,-2.094395159,2.094395044
4/29/2018 18:30,-5.55E-08,-2.094395161,2.09439504
4/29/2018 18:45,-5.48E-08,-2.094395161,2.09439504
4/30/2018 7:00,-6.17E-08,-2.094395169,2.094395035
4/30/2018 7:15,-6.05E-08,-2.094395169,2.094395036
4/30/2018 7:30,-5.81E-08,-2.094395169,2.094395038
4/30/2018 7:45,-5.77E-08,-2.094395169,2.09439504
4/30/2018 8:00,-5.51E-08,-2.094395169,2.094395042
4/30/2018 8:15,-5.37E-08,-2.094395169,2.094395045
4/30/2018 8:30,-5.11E-08,-2.094395169,2.094395047
4/30/2018 8:45,-5.02E-08,-2.094395169,2.094395049
4/30/2018 9:00,-4.88E-08,-2.094395169,2.094395051
4/30/2018 9:15,-4.76E-08,-2.094395169,2.094395053
4/30/2018 9:30,-4.66E-08,-2.094395169,2.094395055
4/30/2018 9:45,-4.55E-08,-2.094395169,2.094395057
4/30/2018 10:00,-4.44E-08,-2.094395169,2.094395059
4/30/2018 10:15,-4.35E-08,-2.094395168,2.09439506
4/30/2018 10:30,-4.22E-08,-2.094395168,2.094395062
4/30/2018 10:45,-4.15E-08,-2.094395168,2.094395063
4/30/2018 11:00,-4.12E-08,-2.094395168,2.094395063
4/30/2018 11:15,-4.09E-08,-2.094395168,2.094395063
4/30/2018 11:30,-4.24E-08,-2.094395168,2.094395063
4/30/2018 11:45,-4.21E-08,-2.094395168,2.094395063
4/30/2018 12:00,-4.25E-08,-2.094395168,2.094395062
4/30/2018 12:15,-4.17E-08,-2.094395167,2.094395063
4/30/2018 12:30,-4.07E-08,-2.094395168,2.094395064
4/30/2018 12:45,-4.02E-08,-2.094395168,2.094395064
4/30/2018 13:00,-4.07E-08,-2.094395168,2.094395064
4/30/2018 13:15,-4.21E-08,-2.094395169,2.094395063
4/30/2018 13:30,-4.27E-08,-2.094395169,2.094395062
4/30/2018 13:45,-4.34E-08,-2.094395169,2.094395062
4/30/2018 14:00,-4.36E-08,-2.09439517,2.094395061
4/30/2018 14:15,-4.37E-08,-2.09439517,2.094395061
4/30/2018 14:30,-4.46E-08,-2.09439517,2.09439506
4/30/2018 14:45,-4.56E-08,-2.094395169,2.094395058
4/30/2018 15:00,-4.64E-08,-2.094395169,2.094395057
4/30/2018 15:15,-4.65E-08,-2.094395169,2.094395056
4/30/2018 15:30,-4.52E-08,-2.094395167,2.094395057
4/30/2018 15:45,-4.73E-08,-2.094395167,2.094395054
4/30/2018 16:00,-4.92E-08,-2.094395166,2.094395051
4/30/2018 16:15,-5.03E-08,-2.094395166,2.094395049
4/30/2018 16:30,-5.25E-08,-2.094395166,2.094395048
4/30/2018 16:45,-5.15E-08,-2.094395165,2.094395048
4/30/2018 17:00,-5.21E-08,-2.094395164,2.094395047
4/30/2018 17:15,-5.17E-08,-2.094395163,2.094395047
4/30/2018 17:30,-5.11E-08,-2.094395163,2.094395046
4/30/2018 17:45,-5.22E-08,-2.094395163,2.094395044
4/30/2018 18:00,-5.17E-08,-2.094395162,2.094395044
4/30/2018 18:15,-5.19E-08,-2.09439516,2.094395043
4/30/2018 18:30,-5.58E-08,-2.094395163,2.094395038
4/30/2018 18:45,-5.49E-08,-2.094395162,2.094395039
5/1/2018 7:00,-6.04E-08,-2.094395168,2.094395037
5/1/2018 7:15,-5.94E-08,-2.094395169,2.094395038
5/1/2018 7:30,-5.86E-08,-2.09439517,2.094395039
5/1/2018 7:45,-5.80E-08,-2.094395171,2.09439504
5/1/2018 8:00,-5.59E-08,-2.094395171,2.094395043
5/1/2018 8:15,-5.59E-08,-2.094395171,2.094395044
5/1/2018 8:30,-5.36E-08,-2.09439517,2.094395046
5/1/2018 8:45,-5.26E-08,-2.09439517,2.094395048
5/1/2018 9:00,-5.07E-08,-2.094395169,2.094395051
5/1/2018 9:15,-4.93E-08,-2.09439517,2.094395053
5/1/2018 9:30,-4.79E-08,-2.09439517,2.094395055
5/1/2018 9:45,-4.70E-08,-2.094395169,2.094395057
5/1/2018 10:00,-4.60E-08,-2.094395169,2.094395059
5/1/2018 10:15,-4.58E-08,-2.094395169,2.09439506
5/1/2018 10:30,-4.47E-08,-2.094395169,2.094395062
5/1/2018 10:45,-4.44E-08,-2.09439517,2.094395062
5/1/2018 11:00,-4.40E-08,-2.09439517,2.094395063
5/1/2018 11:15,-4.38E-08,-2.094395169,2.094395062
5/1/2018 11:30,-4.50E-08,-2.094395169,2.094395062
5/1/2018 11:45,-4.43E-08,-2.094395169,2.094395062
5/1/2018 12:00,-4.48E-08,-2.094395169,2.094395062
5/1/2018 12:15,-4.36E-08,-2.094395169,2.094395062
5/1/2018 12:30,-4.19E-08,-2.094395168,2.094395063
5/1/2018 12:45,-4.19E-08,-2.094395168,2.094395064
5/1/2018 13:00,-4.22E-08,-2.094395168,2.094395063
5/1/2018 13:15,-4.33E-08,-2.094395169,2.094395062
5/1/2018 13:30,-4.37E-08,-2.09439517,2.094395062
5/1/2018 13:45,-4.43E-08,-2.094395171,2.094395061
5/1/2018 14:00,-4.57E-08,-2.094395172,2.09439506
5/1/2018 14:15,-4.57E-08,-2.094395173,2.09439506
5/1/2018 14:30,-4.55E-08,-2.094395171,2.09439506
5/1/2018 14:45,-4.59E-08,-2.094395171,2.09439506
5/1/2018 15:00,-4.64E-08,-2.094395172,2.094395058
5/1/2018 15:15,-4.83E-08,-2.094395171,2.094395055
5/1/2018 15:30,-4.81E-08,-2.094395169,2.094395055
5/1/2018 15:45,-4.92E-08,-2.094395168,2.094395053
5/1/2018 16:00,-5.01E-08,-2.094395168,2.094395051
5/1/2018 16:15,-5.09E-08,-2.094395167,2.09439505
5/1/2018 16:30,-5.20E-08,-2.094395167,2.094395049
5/1/2018 16:45,-5.29E-08,-2.094395166,2.094395047
5/1/2018 17:00,-5.36E-08,-2.094395165,2.094395045
5/1/2018 17:15,-5.35E-08,-2.094395164,2.094395045
5/1/2018 17:30,-5.34E-08,-2.094395164,2.094395045
5/1/2018 17:45,-5.34E-08,-2.094395164,2.094395044
5/1/2018 18:00,-5.37E-08,-2.094395163,2.094395043
5/1/2018 18:15,-5.42E-08,-2.094395162,2.094395042
5/1/2018 18:30,-5.85E-08,-2.094395164,2.094395038
5/1/2018 18:45,-5.75E-08,-2.094395163,2.094395038
5/2/2018 7:00,-6.11E-08,-2.094395167,2.094395033
5/2/2018 7:15,-6.19E-08,-2.094395167,2.094395032
5/2/2018 7:30,-6.35E-08,-2.094395169,2.094395031
5/2/2018 7:45,-6.42E-08,-2.09439517,2.09439503
5/2/2018 8:00,-6.33E-08,-2.094395171,2.09439503
5/2/2018 8:15,-6.31E-08,-2.094395171,2.094395031
5/2/2018 8:30,-6.25E-08,-2.09439517,2.09439503
5/2/2018 8:45,-6.29E-08,-2.094395171,2.09439503
5/2/2018 9:00,-6.10E-08,-2.094395169,2.094395033
5/2/2018 9:15,-5.98E-08,-2.094395169,2.094395034
5/2/2018 9:30,-5.94E-08,-2.09439517,2.094395035
5/2/2018 9:45,-5.83E-08,-2.09439517,2.094395037
5/2/2018 10:00,-5.69E-08,-2.094395169,2.094395039
5/2/2018 10:15,-5.59E-08,-2.094395169,2.094395041
5/2/2018 10:30,-5.47E-08,-2.094395169,2.094395043
5/2/2018 10:45,-5.42E-08,-2.094395168,2.094395043
5/2/2018 11:00,-5.40E-08,-2.094395168,2.094395043
5/2/2018 11:15,-5.32E-08,-2.094395168,2.094395044
5/2/2018 11:30,-5.42E-08,-2.094395168,2.094395045
5/2/2018 11:45,-5.38E-08,-2.094395168,2.094395045
5/2/2018 12:00,-5.56E-08,-2.094395169,2.094395045
5/2/2018 12:15,-5.39E-08,-2.094395167,2.094395047
5/2/2018 12:30,-5.12E-08,-2.094395166,2.094395049
5/2/2018 12:45,-4.91E-08,-2.094395166,2.094395052
5/2/2018 13:00,-4.78E-08,-2.094395166,2.094395055
5/2/2018 13:15,-4.74E-08,-2.094395167,2.094395056
5/2/2018 13:30,-4.53E-08,-2.094395167,2.094395058
5/2/2018 13:45,-4.53E-08,-2.094395168,2.094395058
5/2/2018 14:00,-4.68E-08,-2.094395169,2.094395057
5/2/2018 14:15,-4.67E-08,-2.094395169,2.094395057
5/2/2018 14:30,-4.67E-08,-2.094395169,2.094395057
5/2/2018 14:45,-4.61E-08,-2.094395169,2.094395058
