Timestep,P1UDT942-P1UHS0_1247X.1,P1UDT942-P1UHS0_1247X.2,P1UDT942-P1UHS0_1247X.3,P1ULV4109.1,P1ULV4109.2,P1ULV4112.2,P1ULV4136.1,P1ULV4136.2,P1ULV4138.1,P1ULV7543.1,P1ULV4139.1,P1ULV4139.2,P1ULV4140.1,P1ULV4140.2,P1ULV7633.2,P1ULV4197.1,P1ULV4155.1,P1ULV4155.2,P1ULV4193.1,P1ULV4193.2,P1ULV4196.1,P1ULV4196.2,P1ULV7544.1,P1ULV7544.2,P1ULV7547.2,P1ULV4153.1,P1ULV4153.2,P1ULV4154.1,P1ULV4154.3,P1ULV7531.1,P1ULV7531.2,P1ULV7531.3,P1ULV4189.1,P1ULV4189.2,P1ULV4189.3,P1ULV4188.2,P1ULV4188.3,P1ULV4132.2
4/1/2018 11:00,7372.45609,7372.45595,7372.456194,121.1508788,121.1789402,121.8484729,122.3284882,122.3967408,121.5477544,121.2818997,121.2237558,121.3282019,126.7188123,126.7569319,137.5138108,122.4776694,121.8955613,121.9617477,124.5713708,125.2480606,120.2464025,120.5513729,120.5589448,120.6837336,122.389968,273.9438787,273.9025075,277.2096184,277.3052592,272.3697985,272.1488734,272.4820744,276.9142229,276.918698,277.0197494,275.3372631,275.445721,277.9143711
4/1/2018 11:15,7400.795611,7400.795475,7400.795714,121.6096971,121.6379938,122.3497297,122.7965125,122.8655933,121.9651703,121.7492775,121.6922112,121.7968787,127.1973373,127.235591,138.0250901,122.9464539,122.4472691,122.5074497,125.0415113,125.2875121,120.6886398,120.9992298,121.0274999,121.1524921,122.7688777,274.9376191,274.8996943,278.2708291,278.3641806,273.4122343,273.1983023,273.5229246,277.9100062,277.9149821,278.0150964,276.5512262,276.6586883,278.6883058
4/1/2018 11:30,7400.994721,7400.994604,7400.994828,121.6089179,121.6372914,122.3592202,122.7393727,122.8174631,121.9590484,121.7216215,121.675498,121.7825875,127.1914615,127.2298173,138.0097445,122.9481983,122.9059147,122.9310636,125.0380296,125.2812102,120.6900612,121.0019819,121.1337664,121.2471913,122.6389852,274.9278835,274.9062948,278.2742761,278.3628826,273.4686368,273.2719009,273.5811328,277.8435109,277.8519278,277.9478989,276.6018525,276.705099,278.9316837
4/1/2018 11:45,7393.942833,7393.942704,7393.942935,121.497975,121.5262598,122.2369916,122.7691312,122.8289091,121.8289795,121.5933969,121.5527666,121.6608212,127.0613975,127.0997919,137.8624856,122.828566,122.4953816,122.5423618,124.9125305,125.2631286,120.5783863,120.8887933,121.0089875,121.1227154,122.627339,274.6064666,274.5724535,278.0091482,278.0996141,273.3147485,273.1085648,273.428772,276.5274465,276.5334109,276.6323493,276.3233468,276.4290655,278.5809624
4/1/2018 12:00,7416.27837,7416.278232,7416.278473,121.873298,121.9017676,122.6076972,123.1284543,123.1904802,122.1913858,121.9484687,121.9076252,122.0173927,127.4111634,127.4501003,138.1888799,123.1960322,122.6015353,122.6695621,125.2853585,125.2965615,120.9159432,121.2309768,121.2792224,121.4045045,123.0076513,275.3078982,275.2667038,278.9141611,279.0111216,275.0085379,274.7952119,275.1289992,277.2942866,277.2981065,277.4003768,277.1920253,277.3010476,279.3309192
4/1/2018 12:15,7359.970382,7359.97026,7359.970493,120.9524382,120.9807707,121.6483956,121.9898386,122.048371,121.2474394,121.0113402,120.970454,121.0805688,126.430726,126.4696294,137.0954675,122.2622406,122.0627125,122.1008562,124.3290311,125.1964757,119.8795237,120.2141113,120.3597482,120.4844949,121.9751299,273.0686652,273.046011,276.860382,276.9539103,273.6753253,273.4757633,273.7968249,275.188254,275.1936262,275.2932032,275.0826476,275.1891266,277.2788143
4/1/2018 12:30,7408.925236,7408.925112,7408.925343,121.7508939,121.7795742,122.4538226,122.9625131,123.018227,122.0497301,121.8034172,121.7606398,121.8727645,127.2696778,127.3090791,137.9771743,123.0763531,123.0286672,123.055112,125.1531459,125.276425,120.6655875,121.0030546,121.1569789,121.2826686,122.7889103,274.8078143,274.7817665,279.3333769,279.4218217,275.4857461,275.2829075,275.6049214,277.0175586,277.0221905,277.1222035,276.9153267,277.0223039,278.8823733
4/1/2018 12:45,7440.588252,7440.588129,7440.588362,122.2672183,122.2960889,122.9743267,123.3748831,123.4330817,122.5650894,122.317106,122.2712316,122.3843938,127.8828983,127.9210921,138.5967173,123.6538333,123.5535355,123.5801401,125.6850902,125.3271119,121.1686915,121.5082684,121.6796115,121.805083,123.4101934,275.939041,275.9157092,280.5817713,280.6718842,276.5480951,276.3401434,276.6661173,278.1933795,278.1988395,278.3000679,278.1095203,278.2178727,280.1112907
4/1/2018 13:00,7436.62375,7436.623619,7436.623852,122.1855151,122.2144913,122.8966822,123.4517859,123.5070767,122.4911969,122.2439811,122.1975295,122.3110667,127.8684604,127.9062856,138.5387866,123.59434,123.4770546,123.5039729,125.6147373,125.3171141,121.1030421,121.4403916,121.6061231,121.7311978,123.2946328,275.7643403,275.731389,280.3621214,280.4475099,275.5229342,275.3017083,275.6333044,278.0367999,278.0403512,278.1428913,277.9523656,278.0620735,279.9905855
4/1/2018 13:15,7442.936588,7442.936456,7442.93669,122.2827801,122.3118724,122.999236,123.5519401,123.6114855,122.5816027,122.3425904,122.2968236,122.4107853,128.0064381,128.0433923,138.7326428,123.6986005,123.4961595,123.5287989,125.7193028,125.3257796,121.1944915,121.5323184,121.7641588,121.8824528,123.3443757,275.9979504,275.964026,280.5302865,280.6169588,274.9802422,274.7597897,275.0902874,278.2640778,278.2676538,278.3708771,278.1225052,278.2330016,280.130392
4/1/2018 13:30,7443.213508,7443.213363,7443.213607,122.282354,122.3115278,122.996696,123.5132128,123.5777162,122.5699253,122.3404702,122.2924108,122.4068698,127.9847326,128.0218793,138.6923718,123.6934291,123.0396043,123.1077425,125.7215068,125.3238631,121.1857772,121.523785,121.8393913,121.9485075,123.4373542,276.0491914,276.0046758,279.9005991,279.9941124,274.9275116,274.6962051,275.0360339,278.2673082,278.2683472,278.3745883,278.069688,278.1832212,280.3293125
4/1/2018 13:45,7452.31368,7452.313542,7452.313775,122.4290016,122.4583,123.146558,123.6659495,123.7305309,122.7043532,122.4872308,122.4390668,122.5540591,128.043,128.0819989,138.7556241,123.7837664,123.602067,123.6380937,125.8731737,125.3372598,121.3242453,121.6625637,121.8661365,121.9898667,123.5993515,276.46005,276.4216054,280.1797649,280.2646645,275.2644551,275.0304603,275.3661916,278.6036664,278.6043131,278.7076112,278.3504229,278.4609288,280.6067519
