Timestep,P1UDT942-P1UHS0_1247X.1,P1UDT942-P1UHS0_1247X.2,P1UDT942-P1UHS0_1247X.3,P1ULV4109.1,P1ULV4109.2,P1ULV4112.2,P1ULV4136.1,P1ULV4136.2,P1ULV4138.1,P1ULV7543.1,P1ULV4139.1,P1ULV4139.2,P1ULV4140.1,P1ULV4140.2,P1ULV7633.2,P1ULV4197.1,P1ULV4155.1,P1ULV4155.2,P1ULV4193.1,P1ULV4193.2,P1ULV4196.1,P1ULV4196.2,P1ULV7544.1,P1ULV7544.2,P1ULV7547.2,P1ULV4153.1,P1ULV4153.2,P1ULV4154.1,P1ULV4154.3,P1ULV7531.1,P1ULV7531.2,P1ULV7531.3,P1ULV4189.1,P1ULV4189.2,P1ULV4189.3,P1ULV4188.2,P1ULV4188.3,P1ULV4132.2
4/18/2018 17:30,7370.066617,7370.066554,7370.066594,121.0707009,121.1006536,122.0272287,122.2838828,122.3567618,121.2091073,121.562717,121.524263,121.6105377,122.646846,122.6698866,125.8551141,122.0427328,122.2830107,122.3167001,122.7975532,123.5027494,119.8142641,120.1533165,121.246903,121.3317988,122.2279354,275.4636462,275.4483965,277.1723477,277.1841983,272.4218059,272.3295329,272.4060321,276.7347397,276.6926196,276.7451058,278.3480653,278.4051038,272.9323647
4/18/2018 17:45,7430.563384,7430.56332,7430.563351,122.0995488,122.1290278,123.0886473,123.2891393,123.3626157,122.2381763,122.6038358,122.5931417,122.6766198,123.3095579,123.3325424,125.9074621,123.0071059,123.29732,123.3306745,123.6641997,123.4623526,120.8071432,121.146464,122.0941142,122.1858736,123.248763,277.7875632,277.770961,279.4602142,279.4691844,274.662448,274.5734446,274.6453987,280.3352065,280.2886805,280.3385092,280.0566964,280.1112544,275.3473346
4/18/2018 18:00,7399.643716,7399.643662,7399.643677,121.5938077,121.6229078,122.5772296,122.7727966,122.8459691,121.8299814,122.0401595,121.9992479,122.0818454,122.421966,122.4449013,124.3544645,122.2975649,122.799274,122.8314495,123.0058916,123.2666528,120.309786,120.644906,121.6364757,121.7221443,122.725317,277.0871561,277.075616,278.3006164,278.3067659,272.4906336,272.4151456,272.4703888,279.6181879,279.5682867,279.6122715,279.0975209,279.1458252,274.3514279
4/18/2018 18:15,7404.861684,7404.861613,7404.861618,121.6847888,121.7139066,122.6429955,122.8624509,122.9335533,121.5608939,122.3356605,122.2493532,122.3091593,121.9200608,121.9436546,123.4127073,122.3153894,122.5908017,122.6452058,122.9595285,123.1424309,120.2014259,120.5322943,121.8150162,121.8903387,122.7945177,278.2749792,278.2504515,278.4976824,278.4945794,272.7128052,272.6325214,272.6791923,279.9899957,279.9298682,279.9743497,279.7258621,279.7746288,274.7048524
4/18/2018 18:30,7399.65775,7399.657674,7399.657679,121.6268702,121.6556934,122.5690711,122.8060303,122.8722368,121.3855665,122.1881627,122.1163713,122.183953,121.5479565,121.5716386,122.5070087,122.2228985,122.2998522,122.3708004,122.7668985,123.0270688,120.1121518,120.4403463,121.7371693,121.812917,122.7406963,278.5424908,278.5150543,278.3184472,278.3189289,273.2190822,273.1410408,273.1962095,279.9555049,279.8923099,279.9360388,278.9933245,279.0412445,274.6458091
4/18/2018 18:45,7425.421378,7425.421308,7425.421301,122.0736631,122.1023296,123.0099777,123.2382398,123.3046745,121.8196018,122.6696827,122.5529925,122.6165468,121.7972229,121.819093,122.4070919,122.7148905,123.0987226,123.1413755,123.131443,123.0066245,120.5373851,120.8641817,122.0522005,122.1426893,123.1929161,279.6408145,279.6181412,279.3072949,279.2991054,274.8782938,274.8002034,274.8494096,281.1630077,281.0986166,281.1397661,279.9928043,280.0381412,275.7114969
4/19/2018 7:00,7391.053502,7391.053451,7391.053494,121.4209283,121.4486494,122.197963,122.674782,122.7328113,121.995887,121.6934157,121.644182,121.7403419,122.5283625,122.5526617,124.8051514,122.4076641,122.8838652,122.9002665,122.9327916,123.3212414,120.3119837,120.5876796,121.3652091,121.4716537,122.6062149,273.8113773,273.8069824,278.1450471,278.1647819,273.4270459,273.344291,273.4415438,276.2934036,276.252777,276.3021294,276.2596372,276.3134035,275.3066216
4/19/2018 7:15,7394.788745,7394.788694,7394.788742,121.4824541,121.5101817,122.2519832,122.4399867,122.5020813,122.0506144,121.7331695,121.6636818,121.7613759,122.7091196,122.7358183,125.2775457,122.4434442,122.9402326,122.9571198,123.076945,123.4097753,120.3664499,120.6463651,121.4559578,121.5506851,122.6655092,273.8913947,273.8938593,278.2682403,278.2926407,273.3737397,273.2773451,273.3862347,276.3643104,276.3255559,276.3756757,276.3653345,276.4198696,275.794725
4/19/2018 7:30,7438.089395,7438.089315,7438.089377,122.1981589,122.2260408,122.9930826,123.3981122,123.4572492,122.7687062,122.4542567,122.379353,122.4773559,123.732645,123.7590481,126.8663945,123.1794276,123.6517634,123.669225,123.9324413,123.6160389,121.0902471,121.3728157,122.1720664,122.2589651,123.3932923,275.4663608,275.4439894,279.6331923,279.6530425,274.7880468,274.6395737,274.7906123,278.0485438,278.0063062,278.0640179,277.9800924,278.042458,276.9586913
4/19/2018 7:45,7453.612694,7453.612609,7453.61269,122.4568906,122.484823,123.210545,123.6846687,123.7441155,123.0129979,122.6920718,122.6182822,122.7178551,124.2824412,124.3092703,127.9993334,123.4490459,123.8799384,123.8988163,124.330654,123.7806393,121.3611245,121.645826,122.2419376,122.3426134,123.6509744,275.9961486,275.9729525,280.1169226,280.1452527,275.3651034,275.2143571,275.3843939,278.691299,278.6524743,278.7144766,278.5423594,278.6092112,279.2140881
4/19/2018 8:00,7410.01203,7410.011936,7410.012033,121.7467783,121.7745393,122.4782286,122.9707284,123.0296857,122.2498778,121.9640245,121.8993112,121.9989811,123.9210241,123.9480509,128.3115706,122.7589659,123.1434375,123.1628583,123.7663202,123.8709714,120.6748628,120.9593214,121.4354437,121.5379761,122.935353,274.3483806,274.3212315,278.5855633,278.6188717,273.7703686,273.6052586,273.7972598,277.059635,277.0242861,277.0906215,276.792452,276.8638615,275.8663689
4/19/2018 8:15,7403.413935,7403.413842,7403.413951,121.6411772,121.6689069,122.4141227,122.8720211,122.9314475,122.179169,121.8718153,121.822012,121.9195356,124.1070751,124.1365483,129.0116846,122.7125946,123.0509849,123.0697514,123.8516419,124.055425,120.5991063,120.884748,121.3321961,121.4343353,122.8301203,274.079209,274.0529351,278.1930823,278.2319483,273.5246116,273.3613428,273.5616724,276.8234508,276.7930144,276.8620494,276.5829333,276.6571383,276.5112075
4/19/2018 8:30,7421.209391,7421.209289,7421.209407,121.9382679,121.9660574,122.7037461,123.1687425,123.2297964,122.3649047,122.1582834,122.1075138,122.2060272,124.6536839,124.6824936,130.0241196,123.0308316,123.318349,123.33854,124.2423717,124.1780171,120.893208,121.1810434,121.6922682,121.7855863,123.1364629,274.7605416,274.7289586,278.8993851,278.9382231,274.195828,274.0141452,274.2292365,277.4853717,277.4559201,277.5280898,277.2680598,277.3456059,277.1142418
4/19/2018 8:45,7400.349351,7400.349248,7400.349373,121.5967641,121.6244701,122.3520638,122.8221474,122.8840866,122.0413464,121.8062569,121.7544248,121.8533255,124.4900583,124.5188517,130.213383,122.6943094,122.9645778,122.985131,123.9710202,124.2212068,120.5600191,120.8481508,121.3637723,121.4539736,122.7889804,274.0005305,273.9693448,278.222421,278.2648501,273.4198141,273.236438,273.4588691,276.70109,276.6740214,276.7479988,276.4275972,276.5070753,276.1134132
4/19/2018 9:00,7371.100407,7371.100297,7371.100435,121.1194046,121.146996,121.8617279,122.3372895,122.3998196,121.5784148,121.3037957,121.2315639,121.3325353,124.1816162,124.2109386,130.2379573,122.2239569,122.4726977,122.4934448,123.5676269,124.2593241,120.015865,120.3187054,120.7081323,120.8171136,122.3036702,272.9305892,272.8971949,277.1142295,277.1613438,272.3370113,272.1458085,272.383687,275.6041345,275.5775784,275.6555812,275.2081215,275.2918725,275.0231922
4/19/2018 9:15,7413.319467,7413.319353,7413.319497,121.814904,121.8426587,122.5548863,123.0490284,123.1108858,122.0668434,121.9827665,121.9060711,122.0092209,125.0818669,125.11159,131.5282834,122.9449855,123.1739798,123.1949207,124.3541944,124.4090002,120.7276636,121.0304086,121.3577584,121.4708061,122.9983273,274.5090167,274.4748649,278.7425846,278.7897051,273.8992815,273.7014552,273.9472811,277.1862221,277.1618371,277.2410641,276.818431,276.9035208,279.5354301
4/19/2018 9:30,7358.594972,7358.594854,7358.595021,120.9213701,120.9489178,121.6428512,122.140984,122.2024904,121.2215594,121.072044,120.9981012,121.1012483,124.7523681,124.7831405,132.2547711,122.1018428,122.2603248,122.2813335,123.6762708,124.5589172,119.857889,120.1630891,120.421238,120.5365948,122.0773873,272.5871955,272.5534884,276.6784131,276.7352523,271.8742469,271.6710955,271.9374934,275.13541,275.1184287,275.2031015,274.8161949,274.9070235,277.177133
4/19/2018 9:45,7424.413781,7424.413655,7424.413846,122.0093956,122.037209,122.7242729,123.2363329,123.2981981,122.2200967,122.1464311,122.072875,122.1777049,126.5516574,126.5846528,135.3994624,123.2667562,123.3503337,123.3717327,125.0470468,124.9337078,120.9551592,121.2678901,121.5131838,121.6265782,123.2673769,275.1384125,275.1030308,279.1448797,279.2096957,274.3121549,274.0935727,274.3866715,277.5911547,277.5818527,277.6731711,277.2185434,277.3164711,279.5514787
4/19/2018 10:00,7401.377867,7401.377733,7401.377942,121.63214,121.6598814,122.3363971,122.8551515,122.9166464,121.8938527,121.7577321,121.6849509,121.7901764,126.4748008,126.5088731,135.8928845,122.9158871,122.7769778,122.8127522,124.7752963,125.0114964,120.5093231,120.8380608,121.1886527,121.294142,122.8838062,274.361465,274.322453,278.2656958,278.3387416,273.4556305,273.2329406,273.5389967,276.7249947,276.7177582,276.8141959,276.4227569,276.5260545,278.8025486
4/19/2018 10:15,7418.503265,7418.503117,7418.50335,121.918718,121.9465326,122.6116704,123.1286599,123.1920979,122.1970828,122.0334054,121.9610672,122.0669887,127.0959456,127.131326,137.1557383,123.2335283,122.7069374,122.7701489,125.1851186,125.1615694,120.7935897,121.1247616,121.3157396,121.4382405,123.1650306,275.0710053,275.0230613,278.9014608,278.9873007,274.0875141,273.8535656,274.1849932,277.4376387,277.4325611,277.5355782,277.1643608,277.2744157,279.4279823
4/19/2018 10:30,7377.499093,7377.498958,7377.499186,121.2424394,121.2701135,121.9330931,122.4316489,122.4970413,121.5228078,121.3522038,121.2806725,121.3864334,126.4709816,126.5068223,136.6320567,122.5566555,122.3486663,122.3869009,124.5219619,125.1214989,120.1201597,120.4509659,120.5952604,120.722691,122.2274278,273.4827469,273.4463631,277.3536355,277.436859,272.562374,272.3451423,272.6645243,275.9823288,275.9807766,276.0811068,275.5144507,275.6219254,277.8110095
4/19/2018 10:45,7395.295547,7395.295422,7395.295646,121.5330029,121.5607491,122.228774,122.7129634,122.7805231,121.8057242,121.6107493,121.5491967,121.6579058,126.8051878,126.8415628,137.0518803,122.8541455,122.8665327,122.8878989,124.8322909,125.1617685,120.4076387,120.7400028,120.8767913,121.0057415,122.408718,274.0396294,274.0120354,278.019678,278.1015252,273.2122893,273.0058261,273.317607,277.7212907,277.7222373,277.8203629,276.2009584,276.3067418,278.3081284
4/19/2018 11:00,7427.803851,7427.803731,7427.80394,122.0602647,122.0881658,122.7687419,123.2402179,123.3098018,122.3189313,122.1482336,122.0889778,122.1977853,126.9559028,126.9913702,136.4943749,123.3488025,123.4026763,123.4244157,125.2273104,125.0635856,120.8990397,121.2331543,121.4187075,121.5477857,122.8511256,275.0231201,274.9980348,279.2387453,279.3157453,274.4061627,274.2127969,274.5047022,279.0212271,279.0178286,279.1124247,277.5471286,277.6492023,279.5870533
4/19/2018 11:15,7447.444997,7447.444885,7447.445075,122.3749,122.4029337,123.129307,123.3755534,123.439936,122.6258891,122.4706888,122.4152186,122.52424,126.831873,126.8661652,135.5447814,123.624295,123.7473455,123.7684742,125.3778254,124.9172449,121.1285542,121.4710115,121.7642854,121.8918361,123.3433714,275.452453,275.4347094,279.972449,280.0436023,275.1309527,274.9428363,275.2156856,279.6897303,279.6809706,279.7716199,278.2048436,278.3028557,280.3879947
4/19/2018 11:30,7434.480216,7434.480096,7434.480291,122.1617355,122.1897725,122.913697,123.3248328,123.3857707,122.4730004,122.2593994,122.2070065,122.3157157,126.7491081,126.783865,135.7064255,123.4238378,123.5250986,123.546483,125.2090568,124.9449725,120.8962401,121.2408703,121.5928232,121.7158057,123.2671397,274.8265486,274.7996143,279.4898515,279.5596579,274.7144798,274.5145017,274.797567,279.1224124,279.1130361,279.2065999,277.896683,277.9976244,278.8603042
4/19/2018 11:45,7423.286958,7423.286838,7423.287038,121.9790217,122.007034,122.7255941,123.1720908,123.2322734,122.349028,122.0607044,122.016146,122.1258591,126.6841308,126.7193803,135.8675451,123.2505435,123.2911638,123.3148006,125.0660989,124.9718116,120.6977222,121.0440028,121.5490174,121.6555696,123.0879826,274.3029577,274.2758968,279.0679724,279.1403963,274.4092741,274.2116114,274.4949509,277.62058,277.6127993,277.7080752,277.4838113,277.5860918,278.3083542
4/19/2018 12:00,7386.31954,7386.319422,7386.319628,121.3800812,121.4080287,122.1165449,122.3301527,122.3896438,121.7419385,121.436996,121.3907938,121.5015649,126.0784948,126.113821,135.2637204,122.6407352,122.6109154,122.6361531,124.4511519,124.9176433,120.0764587,120.4229562,120.8227712,120.9433597,122.4752566,272.8288551,272.8095038,277.742595,277.8221613,273.9228936,273.7271396,274.0156198,276.1508718,276.1444761,276.2402433,276.1142922,276.2170293,276.8701374
4/19/2018 12:15,7427.866177,7427.866058,7427.86627,122.0718488,122.1000117,122.7655947,122.98105,123.0410967,122.4221216,122.1066364,122.0578778,122.1707936,126.8549971,126.8895452,136.1906697,123.3466454,123.2962094,123.3224802,125.154092,124.9908092,120.7449455,121.0927355,121.4753267,121.5999303,123.1776941,274.2667938,274.248007,279.3713616,279.4538749,276.2487035,276.0493361,276.3461044,277.6910031,277.6851079,277.7828358,277.6668054,277.771638,278.4849094
4/19/2018 12:30,7417.044293,7417.044175,7417.044386,121.8914225,121.9196074,122.5809053,122.8027531,122.8627119,122.2306943,121.912467,121.8615734,121.9758039,126.7114289,126.7462465,136.0871289,123.1734551,123.1875555,123.2123407,124.9837528,124.9846641,120.5583753,120.9068602,121.2900957,121.4149909,122.9936429,273.7773597,273.7598033,279.6010549,279.6819102,275.8343056,275.634545,275.9313399,277.2683497,277.2630381,277.3606302,277.2591541,277.3638771,278.1260273
4/19/2018 12:45,7405.95648,7405.95635,7405.956575,121.706871,121.7350924,122.3909794,122.6179586,122.6778283,122.036135,121.7204794,121.6634161,121.7783097,126.616664,126.6501055,135.9864801,123.0451687,122.5719347,122.6297962,124.8034523,124.9726309,120.3648065,120.7140212,121.1037574,121.2283829,122.8072429,273.2713189,273.244103,279.2356689,279.324528,275.3047607,275.0991302,275.4061435,276.835845,276.8296307,276.9313457,276.8381856,276.9471586,277.5610091
4/19/2018 13:00,7445.907902,7445.90776,7445.908014,122.3547455,122.3831979,123.03362,123.2754006,123.3355951,122.6811915,122.3654522,122.3048982,122.4210545,128.0376028,128.0732754,138.7032599,123.7887572,123.1084498,123.1757596,125.7290741,125.2912047,121.0284681,121.383389,121.7517396,121.8762134,123.4538644,274.6891729,274.6562919,280.6582917,280.7569402,275.8900702,275.6642107,276.0014929,278.3127807,278.3137562,278.423393,278.3325848,278.4499044,279.2232628
4/19/2018 13:15,7394.791515,7394.791387,7394.791631,121.5099028,121.538232,122.1869629,122.427965,122.487521,121.8261083,121.5190026,121.4578858,121.5735869,127.2129287,127.2483814,137.9129631,122.9381552,122.5878869,122.6301567,124.8849476,125.2239842,120.1840627,120.5403898,120.9430246,121.0635443,122.6136251,272.7003126,272.6789874,278.6600372,278.7564512,273.1990759,272.9881841,273.3185235,276.3920342,276.3960122,276.5031011,276.3655203,276.4803278,277.2853232
4/19/2018 13:30,7457.182568,7457.18244,7457.182677,122.5285421,122.5571781,123.2158948,123.7537492,123.8129272,122.8492433,122.5402253,122.4773262,122.5943563,128.2482751,128.2843395,139.0017255,123.9632702,123.8541353,123.8786879,125.9347335,125.3256119,121.1853512,121.5450345,122.085716,122.1927546,123.6527133,274.9050431,274.8788562,280.3659978,280.4543223,275.435635,275.2266558,275.5515951,278.718757,278.721778,278.8285526,278.6432061,278.7577843,279.5902328
4/19/2018 13:45,7397.800182,7397.800048,7397.800283,121.551929,121.5804137,122.2320854,122.8140806,122.8727137,121.8730256,121.5714651,121.5245086,121.6396427,127.1185461,127.156264,137.7605691,122.9136167,122.8570843,122.8820629,124.9301472,125.2236133,120.2081588,120.5652764,121.0368276,121.1520502,122.6793805,272.6253478,272.5930673,278.0697323,278.1547431,273.2430093,273.0251988,273.3533359,276.4948327,276.4949153,276.6010667,276.3584206,276.4722066,277.3645869
4/19/2018 14:00,7397.07553,7397.075392,7397.075627,121.5378189,121.5663801,122.2177544,122.8029945,122.8616215,121.8670873,121.563832,121.5299268,121.6443731,127.013632,127.0522501,137.6282902,122.8837324,122.831569,122.8573662,124.9161106,125.2206472,120.19716,120.5517413,120.9577589,121.080878,122.6756521,272.5201656,272.4841968,278.0438732,278.1270158,273.2151464,272.9892832,273.3204187,276.4760313,276.4743519,276.5804929,276.2709501,276.3846706,277.3451932
4/19/2018 14:15,7411.338789,7411.338651,7411.338885,121.7692568,121.7979647,122.4529629,123.0390404,123.0979435,122.091131,121.7977221,121.7643364,121.8790915,127.251189,127.2896208,137.8830009,123.1208278,123.043023,123.070473,125.1549833,125.2428142,120.4353295,120.7873311,121.1946549,121.3177799,122.9173561,273.0569031,273.020385,278.5812441,278.6641693,273.7365774,273.5102524,273.840194,277.0169113,277.0152224,277.121408,276.7529414,276.8667492,277.9758221
4/19/2018 14:30,7381.18384,7381.183707,7381.183929,121.2725747,121.3011939,121.9608493,122.5401414,122.5988042,121.595249,121.302315,121.2701277,121.3845036,126.4721787,126.509712,136.5679464,122.5925436,122.510414,122.5402061,124.5567603,125.1026332,119.9882103,120.333944,120.7556783,120.8724716,122.4283666,272.5738893,272.5386984,277.4532534,277.533019,272.6180018,272.3999317,272.7167043,275.902635,275.8988151,276.0010032,275.579996,275.6895576,277.1296654
4/19/2018 14:45,7402.17531,7402.175178,7402.175386,121.6137434,121.642493,122.3129796,122.8915688,122.9503971,121.9542218,121.6344073,121.5772966,121.694213,126.5032934,126.5400097,136.0083484,122.9069944,122.8401299,122.8713224,124.796173,125.0231772,120.3782206,120.7194702,121.1838359,121.2911849,122.7917144,274.1249431,274.0872102,278.2523213,278.3255739,273.3945841,273.1717088,273.478611,276.7036274,276.6956633,276.7940807,276.3171613,276.4226969,278.4192623
4/19/2018 15:00,7415.700164,7415.700031,7415.700226,121.8325245,121.8613536,122.5400975,123.1180945,123.1770295,122.1822635,121.8567823,121.7992737,121.9165771,126.2841819,126.3197974,134.9612825,123.0836126,123.0442141,123.0767893,124.8617639,124.8837131,120.6223556,120.9593394,121.2674101,121.3910036,123.030516,275.1917089,275.1501422,278.7696674,278.8370026,273.8905363,273.6639341,273.9642058,277.2159631,277.2017499,277.2967676,276.7485847,276.8504294,279.2662458
4/19/2018 15:15,7371.865927,7371.8658,7371.865976,121.1156343,121.1443007,121.8279415,122.3764713,122.4379396,121.3011859,121.1411881,121.0837216,121.2002665,125.1158924,125.1497173,132.9458802,122.31329,122.3140882,122.346908,123.9637926,124.6492658,119.8643879,120.2057677,120.5032056,120.632931,122.2997545,274.0144566,273.973867,277.1324536,277.1920154,272.285402,272.0673436,272.3483013,275.5816535,275.5619633,275.6523004,275.0704066,275.167366,277.4576363
4/19/2018 15:30,7393.252277,7393.252152,7393.252319,121.4639061,121.4926806,122.1887763,122.6949395,122.7630348,121.6516122,121.4940249,121.4359883,121.5527996,125.1890513,125.2225724,132.5012533,122.6376426,122.5046782,122.5499396,124.2230266,124.584534,120.2094972,120.55061,120.9675647,121.0913234,122.6349975,275.0590834,275.0180571,277.9390468,277.9978007,273.0715409,272.8606543,273.128193,276.385314,276.3624811,276.4503555,276.2246946,276.3188613,278.2778996
4/19/2018 15:45,7379.396601,7379.396473,7379.396633,121.240765,121.2694346,121.967421,122.4659149,122.5338821,121.4176061,121.2694282,121.2108779,121.327325,124.6598262,124.6927309,131.4088011,122.3776923,121.8847755,121.9603221,123.8817073,124.4522722,119.9563781,120.3003466,120.8680614,120.9838887,122.5233205,274.706711,274.6586998,277.4237491,277.4827444,272.5627062,272.3560171,272.6096484,275.8731168,275.8454543,275.9320436,276.1104871,276.2030364,277.762531
4/19/2018 16:00,7402.877731,7402.877621,7402.877756,121.6353226,121.6639541,122.369667,122.8570322,122.9252149,121.7974739,121.6591281,121.5998295,121.7164331,124.8316258,124.8642194,131.1819215,122.7442951,122.6375725,122.6850467,124.1790407,124.394645,120.3387464,120.6825218,121.5248993,121.6170697,122.925131,275.5643823,275.528716,278.3146534,278.3622376,273.4326349,273.2433783,273.4671404,276.7557034,276.7282132,276.8080318,277.3803226,277.4658476,278.6800067
4/19/2018 16:15,7441.851326,7441.851228,7441.851348,122.2852666,122.3139077,123.0265615,123.4749228,123.548061,122.2463335,122.3021171,122.2422039,122.3592596,125.4102384,125.4392891,131.6134455,123.3960362,123.4262422,123.4627973,124.7270876,124.3545875,120.9119274,121.2681282,122.2606812,122.3496619,123.521744,276.9973746,276.96967,279.7855054,279.8254836,274.8747222,274.7012203,274.899814,278.2165842,278.1884551,278.2651737,279.2064202,279.2889337,280.0830386
4/19/2018 16:30,7402.983703,7402.983607,7402.983717,121.656222,121.6845774,122.3950208,122.868455,122.9347487,121.6190239,121.7267643,121.6786747,121.7913523,124.5254558,124.552199,130.2534853,122.7342402,122.7783037,122.8149908,123.9353139,124.1489408,120.0086149,120.4138217,121.5624158,121.6618605,122.7734491,275.5782313,275.5513594,278.3320991,278.3656275,273.4431058,273.2908002,273.4592999,276.7706329,276.735825,276.8127741,277.890678,277.9737018,278.7035211
4/19/2018 16:45,7409.06166,7409.061566,7409.061662,121.7672883,121.7955232,122.5181728,122.9709375,123.0372848,121.7410025,121.8936029,121.8573232,121.9661035,124.303123,124.3294778,129.4356109,122.800951,122.8306909,122.8699512,123.8962825,124.0182789,120.1043623,120.5078926,121.7171455,121.8138434,122.8962532,275.8389026,275.8100035,278.5710121,278.5990505,273.6782549,273.5311472,273.6843331,277.0058505,276.9666516,277.0403064,278.2613262,278.3408064,279.0501768
4/19/2018 17:00,7419.25513,7419.255043,7419.255123,121.9456242,121.973736,122.7120861,123.140949,123.2073872,121.9335058,122.1277318,122.1013826,122.2063213,124.1195807,124.1452718,128.5986662,122.9335429,122.9234033,122.9652309,123.9065883,123.8752958,120.2728675,120.6745087,122.0295816,122.1133083,123.0726685,276.254177,276.227435,278.9639658,278.9882947,274.0607546,273.9315707,274.0607616,277.3997273,277.3572158,277.4263135,279.8836769,279.9580085,279.5676267
4/19/2018 17:15,7386.275854,7386.27577,7386.27583,121.4152201,121.4430333,122.2291886,122.577763,122.645967,121.3607905,121.6577411,121.6382357,121.7384556,123.2126276,123.2377032,127.0134541,122.348884,122.4486502,122.4886794,123.2025596,123.666431,119.7180646,120.1215317,121.59322,121.6677213,122.5251436,275.0681127,275.0400782,277.7394939,277.7525263,272.8631308,272.7348624,272.8455193,276.9067164,276.8592264,276.9231642,278.5671248,278.636338,278.5738296
4/19/2018 17:30,7419.299814,7419.299737,7419.299779,121.9698565,121.9976062,122.8072437,123.09754,123.1709077,121.9402283,122.2354964,122.2183321,122.3169385,123.3893882,123.4142512,126.5248896,122.849363,123.0086785,123.0480942,123.5954423,123.5635919,120.5279848,120.8777106,122.0484593,122.1340375,123.0689927,276.3191493,276.2922793,278.9874062,278.9964283,274.0929542,273.9698631,274.0696899,278.6329196,278.5854594,278.6413785,280.2836331,280.3441725,275.5879871
4/19/2018 17:45,7400.862641,7400.862563,7400.862598,121.6813279,121.7088293,122.5655466,122.8847659,122.9481471,121.7981034,121.9833305,121.9941966,122.0883022,122.7751076,122.7990504,125.3256524,122.513631,122.7172406,122.755702,123.1469762,123.3912124,120.2398618,120.5861774,121.5971459,121.6884226,122.7736627,275.6993703,275.6699701,278.3105001,278.3171239,273.4228676,273.3077925,273.4012601,279.414778,279.3637189,279.4171278,279.1863664,279.2445836,275.0515707
4/19/2018 18:00,7397.723928,7397.723865,7397.723882,121.62875,121.6560437,122.5181374,122.7361694,122.8093256,121.7934264,121.8822896,121.8628037,121.9557079,122.3674046,122.3909868,124.2944529,122.261709,122.6490637,122.6882177,122.9473709,123.2381582,120.195007,120.5383905,121.6006153,121.6856676,122.7129383,276.050755,276.0312949,278.1926499,278.1996082,272.2430553,272.1490084,272.2221908,279.6785092,279.6252466,279.6724951,278.9888637,279.040602,275.1299172
4/19/2018 18:15,7371.428907,7371.428837,7371.428838,121.2035813,121.23073,122.0605412,122.3028828,122.3736668,121.0746971,121.5893686,121.5411658,121.6187547,121.3460714,121.3698567,122.8444255,121.7605319,122.2358843,122.2729004,122.3768851,123.0605196,119.5679411,119.9058993,121.2642905,121.3385324,122.2690027,276.0951306,276.0717571,277.2042571,277.1990036,271.3170453,271.2240797,271.2827816,278.7947097,278.7333064,278.7790977,278.4326612,278.4829067,274.0948624
4/19/2018 18:30,7398.075226,7398.075159,7398.075153,121.6664428,121.6934812,122.5210519,122.775301,122.8414956,121.3411747,121.9810135,121.945766,122.0301835,121.5022462,121.5260387,122.4786247,122.1956434,122.7053395,122.741004,122.7084018,122.9934638,119.9971532,120.3337722,121.7123211,121.7875011,122.5696553,277.5794295,277.5601392,278.2257012,278.2191862,273.0460389,272.9654084,273.0213827,279.9133669,279.8502259,279.8929517,278.9491461,278.9962385,275.1005271
4/19/2018 18:45,7439.22517,7439.225083,7439.225085,122.3680138,122.3950298,123.2158213,123.4642382,123.530798,122.1752053,122.8593311,122.7424546,122.8073088,122.0000767,122.021997,122.6126738,122.9455652,123.0739901,123.133454,123.3229271,122.9936454,120.6960461,121.0269729,122.2747346,122.3650122,123.2967196,279.262338,279.2254779,279.8007038,279.7947454,275.3529032,275.2512355,275.3215846,281.7838678,281.7146063,281.7606585,280.3887979,280.4392345,276.6402398
4/20/2018 7:00,7421.988475,7421.988377,7421.988404,121.6734918,121.7099514,122.7900572,123.2281021,123.2933421,122.2968164,122.5900985,122.6148057,122.7006833,123.584318,123.6097227,125.9896238,123.0365769,123.4050335,123.4242672,123.4146046,123.343101,120.5024502,120.8121581,122.5059134,122.5728922,123.2671428,277.0965769,277.0466446,281.8784074,281.8633367,279.113167,278.9286387,279.0451412,280.3905133,280.3356626,280.3955435,279.8612623,279.9267855,279.2329157
4/20/2018 7:15,7380.740649,7380.740547,7380.740587,120.9952065,121.0314664,122.100014,122.5564238,122.6184935,121.4465845,121.9013045,121.9341652,122.0194256,123.2282679,123.2541495,126.2113001,122.4203658,122.6811648,122.7022741,122.878766,123.4251496,119.8251931,120.1380865,121.8087424,121.8755478,122.549853,275.5441749,275.4934212,280.2502583,280.2387619,277.1536907,276.9650045,277.0929096,278.7576494,278.706849,278.7699063,278.3055354,278.3744805,277.885566
4/20/2018 7:30,7429.588737,7429.588631,7429.588686,121.7987138,121.8351889,122.886176,123.3606169,123.4241301,122.1109634,122.7089884,122.7381462,122.8234971,124.3771118,124.4034444,128.0376158,123.2535846,123.4723947,123.4949105,123.8549728,123.668776,120.6205557,120.9377711,122.6148552,122.6813384,123.1701282,277.3582401,277.3084895,281.9968817,281.9905159,278.9371131,278.7475867,278.8871074,280.7196017,280.6728466,280.7394758,280.1496054,280.2224505,279.4916589
